Year,Gear,Species,Length,raising_factor
2018,D,A,21,17.33
2018,D,A,30,4.49
2018,D,A,25,4.49
2018,D,A,28,4.49
2018,D,A,30,4.49
2018,D,A,31,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,30,4.49
2018,D,A,29,4.49
2018,D,A,29,4.49
2018,D,A,30,4.49
2018,D,A,30,4.49
2018,D,A,30,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,27,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,27,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,30,4.49
2018,D,A,28,4.49
2018,D,A,25,4.49
2018,D,A,28,4.49
2018,D,A,30,4.49
2018,D,A,28,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,27,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,29,4.49
2018,D,A,24,4.49
2018,D,A,26,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,27,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,27,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,30,4.49
2018,D,A,28,4.49
2018,D,A,26,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,26,4.49
2018,D,A,27,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,28,4.49
2018,D,A,29,4.49
2018,D,A,25,4.49
2018,D,A,27,4.49
2018,D,A,28,4.49
2018,D,A,26,4.49
2018,D,A,28,4.49
2018,D,A,52,3.31
2018,D,A,52,3.31
2018,D,A,50,3.31
2018,D,A,51,3.31
2018,D,A,52,3.31
2018,D,A,54,3.31
2018,D,A,50,3.31
2018,D,A,50,3.31
2018,D,A,49,3.31
2018,D,A,52,3.31
2018,D,A,37,3.31
2018,D,A,34,3.31
2018,D,A,46,3.31
2018,D,A,39,3.31
2018,D,A,46,3.31
2018,D,A,53,3.31
2018,D,A,38,3.31
2018,D,A,39,3.31
2018,D,A,42,3.31
2018,D,A,49,3.31
2018,D,A,52,3.31
2018,D,A,50,3.31
2018,D,A,50,3.31
2018,D,A,38,3.31
2018,D,A,50,3.31
2018,D,A,52,3.31
2018,D,A,48,3.31
2018,D,A,31,3.31
2018,D,A,26,3.31
2018,D,A,31,3.31
2018,D,A,31,3.31
2018,D,A,28,3.31
2018,D,A,27,3.31
2018,D,A,28,3.31
2018,D,A,28,3.31
2018,D,A,39,5
2018,D,A,41,5
2018,D,A,41,5
2018,D,A,42,5
2018,D,A,41,5
2018,D,A,47,5
2018,D,A,38,5
2018,D,A,41,5
2018,D,A,52,5
2018,D,A,48,5
2018,D,A,32,2.23
2018,D,A,37,2.23
2018,D,A,38,2.23
2018,D,A,37,2.23
2018,D,A,42,2.23
2018,D,A,36,2.23
2018,D,A,35,2.23
2018,D,A,33,2.23
2018,D,A,34,2.23
2018,D,A,35,2.23
2018,D,A,40,2.23
2018,D,A,38,2.23
2018,D,A,40,2.23
2018,D,A,34,2.23
2018,D,A,37,2.23
2018,D,A,35,2.23
2018,D,A,34,2.23
2018,D,A,35,2.23
2018,D,A,32,2.23
2018,D,A,34,2.23
2018,D,A,33,2.23
2018,D,A,36,2.23
2018,D,A,38,2.23
2018,D,A,35,2.23
2018,D,A,36,2.23
2018,D,A,34,2.23
2018,D,A,40,2.23
2018,D,A,35,2.23
2018,D,A,35,2.23
2018,D,A,34,2.23
2018,D,A,51,2.23
2018,D,A,41,2.23
2018,D,A,47,2.23
2018,D,A,42,2.23
2018,D,A,41,2.23
2018,D,A,40,2.23
2018,D,A,40,2.23
2018,D,A,39,2.23
2018,D,A,42,3.91
2018,D,A,41,3.91
2018,D,A,47,3.91
2018,D,A,41,3.91
2018,D,A,44,3.91
2018,D,A,41,3.91
2018,D,A,43,3.91
2018,D,A,43,3.91
2018,D,A,42,3.91
2018,D,A,43,3.91
2018,D,A,43,3.91
2018,D,A,40,3.91
2018,D,A,44,3.91
2018,D,A,43,3.91
2018,D,A,42,3.91
2018,D,A,40,3.91
2018,D,A,41,3.91
2018,D,A,44,3.91
2018,D,A,47,3.91
2018,D,A,48,3.91
2018,C,B,65,17.41
2018,C,B,60,17.41
2018,C,B,63,17.41
2018,C,B,63,17.41
2018,C,B,70,17.41
2018,C,B,73,17.41
2018,C,B,65,17.41
2018,C,A,40,17.41
2018,C,A,41,17.41
2018,C,A,39,17.41
2018,C,A,45,17.41
2018,C,A,46,17.41
2018,C,A,40,17.41
2018,C,A,46,17.41
2018,C,A,39,17.41
2018,C,A,41,17.41
2018,C,A,37,17.41
2018,C,A,38,17.41
2018,C,A,40,17.41
2018,C,A,42,17.41
2018,C,A,38,17.41
2018,C,A,40,17.41
2018,C,A,42,17.41
2018,C,A,40,17.41
2018,C,A,37,17.41
2018,C,A,42,17.41
2018,C,A,43,17.41
2018,C,A,39,17.41
2018,C,A,40,17.41
2018,C,A,37,17.41
2018,C,A,37,17.41
2018,C,A,46,17.41
2018,C,A,40,17.41
2018,C,A,37,17.41
2018,C,A,46,17.41
2018,C,A,43,17.41
2018,C,A,40,17.41
2018,C,A,60,17.41
2018,C,A,56,17.41
2018,C,A,54,17.41
2018,C,A,57,17.41
2018,C,A,57,17.41
2018,C,A,50,17.41
2018,C,A,56,17.41
2018,C,A,58,17.41
2018,C,A,58,17.41
2018,C,A,53,17.41
2018,C,A,65,17.41
2018,C,A,54,17.41
2018,C,A,59,17.41
2018,C,A,58,17.41
2018,C,A,54,17.41
2018,C,A,58,17.41
2018,C,A,55,17.41
2018,C,A,57,17.41
2018,C,A,55,17.41
2018,C,A,56,17.41
2018,C,A,60,17.41
2018,C,A,58,17.41
2018,C,A,54,17.41
2018,C,A,54,17.41
2018,D,A,37,2.28
2018,D,A,40,2.28
2018,D,A,43,2.28
2018,D,A,49,2.28
2018,D,A,43,2.28
2018,D,A,40,2.28
2018,D,A,39,2.28
2018,D,A,42,2.28
2018,D,A,40,2.28
2018,D,A,41,2.28
2018,D,A,40,2.28
2018,D,A,40,2.28
2018,D,A,39,2.28
2018,D,A,42,2.28
2018,D,A,39,2.28
2018,D,A,42,2.28
2018,D,A,38,2.28
2018,D,A,38,2.28
2018,D,A,37,2.28
2018,D,A,42,2.28
2018,D,A,47,2.28
2018,D,A,39,2.28
2018,D,A,45,2.28
2018,D,A,39,2.28
2018,D,A,41,2.28
2018,D,A,44,2.28
2018,D,A,46,2.28
2018,D,A,42,2.28
2018,D,A,53,2.28
2018,D,A,42,2.28
2018,D,A,42,2.28
2018,D,A,42,2.28
2018,D,A,40,2.28
2018,D,A,46,2.28
2018,D,A,43,2.28
2018,D,A,39,2.28
2018,D,A,41,2.28
2018,D,A,41,2.28
2018,D,A,43,2.28
2018,D,A,42,2.28
2018,D,A,37,2.28
2018,D,A,47,2.28
2018,D,A,45,2.28
2018,D,A,47,2.28
2018,D,A,44,2.28
2018,D,A,47,2.28
2018,D,A,44,2.28
2018,D,A,47,2.28
2018,D,A,25,2.28
2018,D,A,25,2.28
2018,D,A,27,2.28
2018,D,A,31,2.28
2018,D,A,30,2.28
2018,D,A,34,2.28
2018,D,A,30,2.28
2018,D,A,30,2.28
2018,D,A,34,2.28
2018,D,A,34,2.28
2018,D,A,32,2.28
2018,D,A,30,2.28
2018,D,A,31,2.28
2018,D,A,33,2.28
2018,D,A,22,2.28
2018,D,A,21,2.28
2018,D,A,22,2.28
2018,D,A,32,2.28
2018,D,A,30,2.28
2018,D,A,31,2.28
2018,D,A,31,2.28
2018,D,A,34,2.28
2018,D,A,32,2.28
2018,D,A,21,2.28
2018,D,A,31,2.28
2018,D,A,38,2.28
2018,D,A,27,2.28
2018,D,A,32,2.28
2018,D,A,32,2.28
2018,D,A,27,2.28
2018,D,A,32,2.28
2018,D,A,24,2.28
2018,D,A,22,2.28
2018,D,A,26,2.28
2018,D,A,31,2.28
2018,D,A,27,2.28
2018,D,A,28,2.28
2018,D,A,27,2.28
2018,D,A,28,2.28
2018,D,A,27,2.28
2018,D,A,27,2.28
2018,D,A,24,2.28
2018,D,A,20,2.28
2018,D,A,28,2.28
2018,D,A,30,2.28
2018,D,A,28,2.28
2018,D,A,28,2.28
2018,D,A,27,2.28
2018,D,A,27,2.28
2018,D,A,28,2.28
2018,D,A,28,2.28
2018,D,A,30,2.28
2018,D,A,29,2.28
2018,D,A,29,2.28
2018,D,A,29,2.28
2018,D,A,22,2.28
2018,D,A,24,2.28
2018,D,A,24,2.28
2018,D,A,21,2.28
2018,D,A,23,2.28
2018,D,A,29,2.28
2018,D,A,25,2.28
2018,D,A,30,2.28
2018,D,A,22,2.28
2018,D,A,22,2.28
2018,D,A,24,2.28
2018,D,A,23,2.28
2018,D,A,27,2.28
2018,D,A,24,2.28
2018,D,A,28,1
2018,D,A,21,1
2018,D,A,28,1
2018,D,A,25,1
2018,D,A,29,1
2018,D,A,27,1
2018,D,A,34,1
2018,D,A,27,1
2018,D,A,21,1
2018,D,A,30,1
2018,D,A,30,1
2018,D,A,32,1
2018,D,A,34,1
2018,D,A,32,1
2018,D,A,31,1
2018,D,A,32,1
2018,D,A,35,1
2018,D,A,34,1
2018,D,A,33,1
2018,D,A,34,1
2018,D,A,31,1
2018,D,A,31,1
2018,C,A,42,37.83
2018,C,A,44,37.83
2018,C,A,42,37.83
2018,C,A,40,37.83
2018,C,A,44,37.83
2018,C,A,46,37.83
2018,C,A,43,37.83
2018,C,A,47,37.83
2018,C,A,42,37.83
2018,C,A,41,37.83
2018,C,A,44,37.83
2018,C,A,39,37.83
2018,C,A,45,37.83
2018,C,A,44,37.83
2018,C,A,42,37.83
2018,C,A,44,37.83
2018,C,A,43,37.83
2018,C,A,42,37.83
2018,C,A,43,37.83
2018,C,A,45,37.83
2018,C,A,45,37.83
2018,C,A,42,37.83
2018,C,A,48,37.83
2018,C,A,48,37.83
2018,C,A,41,37.83
2018,C,A,42,37.83
2018,C,A,48,37.83
2018,C,A,49,37.83
2018,C,A,48,37.83
2018,C,A,43,37.83
2018,C,A,46,37.83
2018,C,A,33,37.83
2018,C,A,45,37.83
2018,C,A,43,37.83
2018,C,A,38,37.83
2018,C,A,31,68.09
2018,C,A,34,68.09
2018,C,A,30,68.09
2018,C,A,34,68.09
2018,C,A,38,68.09
2018,C,A,34,68.09
2018,C,A,39,68.09
2018,C,A,30,68.09
2018,C,A,31,68.09
2018,C,A,30,68.09
2018,C,A,32,68.09
2018,C,A,32,68.09
2018,C,A,31,68.09
2018,C,A,32,68.09
2018,C,A,29,68.09
2018,C,A,32,68.09
2018,C,A,29,68.09
2018,C,A,32,68.09
2018,C,A,29,68.09
2018,C,A,29,68.09
2018,C,A,29,68.09
2018,C,A,33,68.09
2018,C,A,36,68.09
2018,C,A,30,68.09
2018,C,A,33,68.09
2018,C,A,29,68.09
2018,C,A,29,68.09
2018,C,A,29,68.09
2018,C,A,29,68.09
2018,C,A,30,68.09
2018,C,A,32,68.09
2018,C,A,32,68.09
2018,C,A,31,68.09
2018,C,A,31,68.09
2018,C,A,28,68.09
2018,C,A,31,68.09
2018,C,A,34,68.09
2018,C,A,29,68.09
2018,C,A,34,68.09
2018,C,A,31,68.09
2018,C,A,29,68.09
2018,C,A,34,68.09
2018,C,A,33,68.09
2018,C,A,33,68.09
2018,C,A,31,68.09
2018,C,A,34,68.09
2018,C,A,30,68.09
2018,C,A,34,68.09
2018,C,A,30,68.09
2018,C,A,33,68.09
2018,C,A,32,68.09
2018,C,A,31,68.09
2018,C,A,31,68.09
2018,C,A,30,68.09
2018,C,A,28,68.09
2018,C,A,30,68.09
2018,C,A,32,68.09
2018,C,A,47,68.09
2018,C,A,52,68.09
2018,C,A,43,68.09
2018,C,A,41,68.09
2018,C,A,41,68.09
2018,C,A,53,68.09
2018,C,A,49,68.09
2018,C,A,48,68.09
2018,C,A,57,68.09
2018,C,A,41,68.09
2018,C,A,49,68.09
2018,C,A,47,68.09
2018,C,A,54,68.09
2018,C,A,45,68.09
2018,C,A,44,68.09
2018,C,A,39,68.09
2018,C,A,46,68.09
2018,C,A,38,68.09
2018,C,A,36,62.41
2018,C,A,44,62.41
2018,C,A,32,62.41
2018,C,A,54,62.41
2018,C,A,60,62.41
2018,C,A,33,62.41
2018,C,A,53,62.41
2018,C,A,36,62.41
2018,C,A,36,62.41
2018,C,A,39,62.41
2018,C,B,60,62.41
2018,C,A,32,37.69
2018,C,A,24,37.69
2018,C,A,27,37.69
2018,C,A,24,37.69
2018,C,A,25,37.69
2018,C,A,31,37.69
2018,C,A,31,37.69
2018,C,A,52,37.69
2018,C,A,37,37.69
2018,C,A,26,37.69
2018,C,A,28,26.9
2018,C,A,31,26.9
2018,C,A,33,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,33,26.9
2018,C,A,30,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,35,26.9
2018,C,A,30,26.9
2018,C,A,33,26.9
2018,C,A,29,26.9
2018,C,A,31,26.9
2018,C,A,35,26.9
2018,C,A,33,26.9
2018,C,A,34,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,34,26.9
2018,C,A,34,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,33,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,31,26.9
2018,C,A,33,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,33,26.9
2018,C,A,34,26.9
2018,C,A,33,26.9
2018,C,A,31,26.9
2018,C,A,33,26.9
2018,C,A,31,26.9
2018,C,A,34,26.9
2018,C,A,33,26.9
2018,C,A,33,26.9
2018,C,A,33,26.9
2018,C,A,32,26.9
2018,C,A,32,26.9
2018,C,A,31,26.9
2018,C,A,31,26.9
2018,C,A,41,28.9
2018,C,A,40,28.9
2018,C,A,37,28.9
2018,C,A,37,28.9
2018,C,A,37,28.9
2018,C,A,38,28.9
2018,C,A,43,28.9
2018,C,A,40,28.9
2018,C,A,41,28.9
2018,C,A,36,28.9
2018,C,A,41,28.9
2018,C,A,41,28.9
2018,C,A,32,28.9
2018,C,A,40,28.9
2018,C,A,39,28.9
2018,C,A,38,28.9
2018,C,A,40,28.9
2018,C,A,40,28.9
2018,C,A,40,28.9
2018,C,A,39,28.9
2018,C,A,32,28.9
2018,C,A,38,28.9
2018,C,A,38,28.9
2018,C,A,36,28.9
2018,C,A,40,28.9
2018,C,A,40,28.9
2018,C,A,36,28.9
2018,C,A,45,28.9
2018,C,A,45,28.9
2018,C,A,48,28.9
2018,C,A,47,28.9
2018,C,A,47,28.9
2018,C,A,46,28.9
2018,C,A,42,28.9
2018,C,A,48,28.9
2018,C,A,44,28.9
2018,C,A,44,28.9
2018,C,A,48,28.9
2018,C,A,48,28.9
2018,C,A,46,28.9
2018,C,A,45,28.9
2018,C,A,46,28.9
2018,C,A,42,28.9
2018,C,A,46,28.9
2018,C,A,44,28.9
2018,C,A,45,28.9
2018,C,B,50,28.9
2018,C,B,42,28.9
2018,C,A,50,28.9
2018,C,A,45,28.9
2018,C,A,51,28.9
2018,C,A,46,28.9
2018,C,A,47,28.9
2018,C,A,49,28.9
2018,C,A,44,28.9
2018,C,A,45,28.9
2018,C,A,44,28.9
2018,C,A,50,28.9
2018,C,A,49,28.9
2018,C,A,45,28.9
2018,C,A,48,28.9
2018,C,A,42,28.9
2018,C,A,46,28.9
2018,C,A,45,28.9
2018,C,A,45,28.9
2018,C,A,53,28.9
2018,C,A,52,28.9
2018,C,A,52,28.9
2018,C,A,56,28.9
2018,C,A,54,28.9
2018,C,A,52,28.9
2018,C,A,52,28.9
2018,C,A,52,28.9
2018,C,A,54,28.9
2018,C,A,52,28.9
2018,C,A,52,28.9
2018,C,A,52,28.9
2018,C,A,54,28.9
2018,C,A,53,28.9
2018,C,A,46,28.9
2018,C,A,44,28.9
2018,C,A,47,28.9
2018,C,A,41,28.9
2018,C,A,44,28.9
2018,C,A,45,28.9
2018,C,A,46,28.9
2018,C,A,42,28.9
2018,C,A,47,28.9
2018,C,A,47,28.9
2018,C,A,49,28.9
2018,C,A,44,28.9
2018,C,A,43,28.9
2018,C,A,49,28.9
2018,C,A,49,28.9
2018,C,A,45,28.9
2018,C,A,50,28.9
2018,C,A,48,28.9
2018,C,A,46,28.9
2018,C,A,45,28.9
2018,C,A,47,28.9
2018,C,A,50,28.9
2018,C,A,49,28.9
2018,C,A,45,28.9
2018,D,A,42,2.07
2018,D,A,40,2.07
2018,D,A,41,2.07
2018,C,A,57,10.18
2018,C,A,73,10.18
2018,C,A,50,10.18
2018,C,A,51,10.18
2018,C,A,72,10.18
2018,C,A,49,10.18
2018,D,A,39,3.67
2018,D,A,43,3.67
2018,D,A,42,3.67
2018,D,A,40,3.67
2018,D,A,46,3.67
2018,D,A,40,3.67
2018,D,A,43,3.67
2018,D,A,45,3.67
2018,D,A,41,3.67
2018,D,A,45,3.67
2018,D,A,31,3.67
2018,D,A,29,3.67
2018,D,A,24,3.67
2018,D,A,28,3.67
2018,D,A,27,3.67
2018,D,A,23,3.67
2018,D,A,24,3.67
2018,D,A,36,3.67
2018,D,A,28,3.67
2018,D,A,24,3.67
2018,D,A,31,3.67
2018,D,A,29,3.67
2018,C,A,47,143.51
2018,C,A,44,143.51
2018,C,A,46,143.51
2018,C,A,44,143.51
2018,C,A,43,143.51
2018,C,A,44,143.51
2018,C,A,49,143.51
2018,C,A,44,143.51
2018,C,A,40,143.51
2018,C,A,48,143.51
2018,C,A,45,143.51
2018,C,A,45,143.51
2018,C,A,50,143.51
2018,C,A,47,143.51
2018,C,A,43,143.51
2018,C,A,43,143.51
2018,C,A,50,143.51
2018,C,A,46,143.51
2018,C,A,44,143.51
2018,C,A,43,143.51
2018,C,A,50,143.51
2018,C,A,50,143.51
2018,C,A,50,143.51
2018,C,A,52,143.51
2018,C,A,52,143.51
2018,C,A,50,143.51
2018,C,A,52,143.51
2018,C,A,52,143.51
2018,C,A,51,143.51
2018,C,A,50,143.51
2018,C,A,54,143.51
2018,C,A,57,143.51
2018,C,A,49,143.51
2018,C,A,50,143.51
2018,C,A,53,143.51
2018,C,A,54,143.51
2018,C,A,50,143.51
2018,C,A,52,143.51
2018,C,A,51,143.51
2018,C,A,41,143.51
2018,C,A,43,143.51
2018,C,A,45,143.51
2018,C,A,42,143.51
2018,C,A,40,143.51
2018,C,A,43,143.51
2018,C,A,45,143.51
2018,C,A,47,143.51
2018,C,A,44,143.51
2018,C,A,41,143.51
2018,C,A,40,143.51
2018,C,A,47,143.51
2018,C,A,49,143.51
2018,C,A,46,143.51
2018,C,A,42,143.51
2018,C,A,43,143.51
2018,C,A,48,143.51
2018,C,A,47,143.51
2018,C,A,43,143.51
2018,C,A,47,143.51
2018,C,A,48,143.51
2018,C,A,47,143.51
2018,D,A,50,2.96
2018,D,A,41,2.96
2018,D,A,50,2.96
2018,D,A,38,2.96
2018,D,A,48,2.96
2018,D,A,50,2.96
2018,D,A,42,2.96
2018,D,A,53,2.96
2018,D,A,53,2.96
2018,D,A,40,2.96
2018,D,A,40,2.96
2018,D,A,41,2.96
2018,D,A,45,2.96
2018,D,A,52,2.96
2018,D,A,41,2.96
2018,D,A,37,2.96
2018,D,A,50,2.96
2018,D,A,41,2.96
2018,D,A,40,2.96
2018,D,A,40,2.96
2018,D,A,39,2.96
2018,D,A,39,2.96
2018,D,A,31,2.96
2018,D,A,31,2.96
2018,D,A,35,2.96
2018,D,A,31,2.96
2018,D,A,36,2.96
2018,D,A,35,2.96
2018,D,A,35,2.96
2018,D,A,30,2.96
2018,D,A,33,2.96
2018,D,A,34,2.96
2018,D,A,34,2.96
2018,D,A,35,2.96
2018,D,A,34,2.96
2018,D,A,36,2.96
2018,D,A,31,2.96
2018,D,A,35,2.96
2018,D,A,32,2.96
2018,D,A,35,2.96
2018,D,A,35,2.96
2018,D,A,36,2.96
2018,D,A,33,2.96
2018,D,A,35,2.96
2018,D,A,36,2.96
2018,D,A,32,2.96
2018,D,A,35,2.96
2018,D,A,34,2.96
2018,D,A,35,2.96
2018,D,A,36,2.96
2018,D,A,37,2.96
2018,D,A,34,2.96
2018,D,A,34,2.96
2018,D,A,35,2.96
2018,D,A,35,2.96
2018,D,A,34,2.96
2018,D,A,37,2.96
2018,D,A,35,2.96
2018,D,A,33,2.96
2018,D,A,40,2.96
2018,D,A,36,2.96
2018,D,A,34,2.96
2018,D,A,35,2.96
2018,D,A,36,2.96
2018,D,A,36,2.96
2018,D,A,38,2.96
2018,D,A,40,2.96
2018,D,A,30,2.96
2018,D,A,24,2.96
2018,D,A,23,2.96
2018,D,A,20,2.96
2018,D,A,24,2.96
2018,D,A,23,2.96
2018,D,A,23,2.96
2018,D,A,24,2.96
2018,D,A,32,2.96
2018,D,A,40,2.96
2018,D,A,27,2.96
2018,D,A,25,2.96
2018,D,A,27,2.96
2018,D,A,25,2.96
2018,D,A,22,2.96
2018,D,A,27,2.96
2018,D,A,23,2.96
2018,D,A,28,2.96
2018,D,A,25,2.96
2018,D,A,31,2.96
2018,D,A,27,2.96
2018,D,A,24,2.96
2018,D,A,27,2.96
2018,D,A,23,2.96
2018,D,A,22,2.96
2018,D,A,23,2.96
2018,D,A,24,2.96
2018,D,A,25,2.96
2018,D,A,23,2.96
2018,D,A,22,2.96
2018,D,A,24,2.96
2018,D,A,25,2.96
2018,D,A,25,2.96
2018,D,A,32,2.96
2018,D,A,24,2.96
2018,D,A,25,2.96
2018,D,A,27,2.96
2018,D,A,27,2.96
2018,D,A,20,2.96
2018,D,A,23,2.96
2018,D,A,23,2.96
2018,D,A,27,2.96
2018,D,A,30,2.96
2018,D,A,31,2.96
2018,D,A,25,2.96
2018,D,A,27,2.96
2018,D,A,28,2.96
2018,D,A,24,2.96
2018,D,A,24,2.96
2018,D,A,24,2.96
2018,D,A,26,2.96
2018,D,A,23,2.96
2018,D,A,25,2.96
2018,D,A,27,2.96
2018,D,A,24,2.96
2018,D,A,21,2.96
2018,D,A,26,2.96
2018,D,A,29,2.96
2018,D,A,27,2.96
2018,D,A,22,2.96
2018,D,A,23,2.96
2018,D,A,23,2.96
2018,D,A,24,2.96
2018,D,A,26,2.96
2018,D,A,30,2.96
2018,D,A,37,2.96
2018,D,A,34,2.96
2018,D,A,29,2.96
2018,D,A,41,2.96
2018,D,A,23,2.96
2018,D,A,28,2.96
2018,D,A,32,2.96
2018,D,A,20,2.96
2018,D,A,22,2.96
2018,D,A,22,2.96
2018,D,A,23,2.96
2018,D,A,27,2.96
2018,D,A,25,2.96
2018,D,A,25,2.96
2018,D,A,23,2.96
2018,D,A,24,2.96
2018,D,A,32,2.96
2018,D,A,31,2.96
2018,D,A,24,2.96
2018,D,A,37,2.96
2018,D,A,21,2.96
2018,D,A,21,2.96
2018,D,A,25,2.96
2018,D,A,26,2.96
2018,D,A,23,2.96
2018,D,A,24,2.96
2018,D,A,23,2.96
2018,D,A,23,2.96
2018,D,A,27,2.96
2018,D,A,24,2.96
2018,D,A,32,2.96
2018,D,A,36,2.96
2018,D,A,32,2.96
2018,D,A,21,2.96
2018,D,A,22,2.96
2018,D,A,27,2.96
2018,D,A,24,2.96
2018,D,A,25,2.96
2018,D,A,30,2.96
2018,D,A,24,2.96
2018,D,A,26,2.96
2018,D,A,42,2.25
2018,D,A,44,2.25
2018,D,A,63,2.25
2018,D,A,49,2.25
2018,D,A,48,2.25
2018,D,A,57,2.25
